,Statistic Label,CensusYear,County,Sex,UNIT,VALUE
2814,Population at Each Census,1945,Longford,Both sexes,Number,0
2815,Population at Each Census,1945,Louth,Both sexes,Number,0
2816,Population at Each Census,1945,Meath,Both sexes,Number,0
2817,Population at Each Census,1945,Offaly,Both sexes,Number,0
2818,Population at Each Census,1945,Westmeath,Both sexes,Number,0
2819,Population at Each Census,1945,Wexford,Both sexes,Number,0
2820,Population at Each Census,1945,Wicklow,Both sexes,Number,0
2821,Population at Each Census,1945,Cork,Both sexes,Number,0
2822,Population at Each Census,1945,Kerry,Both sexes,Number,0
2823,Population at Each Census,1945,Limerick,Both sexes,Number,0
2824,Population at Each Census,1945,Tipperary,Both sexes,Number,0
2825,Population at Each Census,1945,Waterford,Both sexes,Number,0
2826,Population at Each Census,1945,Galway,Both sexes,Number,0
2827,Population at Each Census,1945,Leitrim,Both sexes,Number,0
2828,Population at Each Census,1945,Mayo,Both sexes,Number,0
2829,Population at Each Census,1945,Roscommon,Both sexes,Number,0
2830,Population at Each Census,1945,Sligo,Both sexes,Number,0
2831,Population at Each Census,1945,Cavan,Both sexes,Number,0
2832,Population at Each Census,1945,State,Both sexes,Number,0
2833,Population at Each Census,1945,Donegal,Both sexes,Number,0
2834,Population at Each Census,1945,Monaghan,Both sexes,Number,0
2835,Population at Each Census,1946,Donegal,Both sexes,Number,136317
2836,Population at Each Census,1946,Monaghan,Both sexes,Number,57215
2837,Population at Each Census,1946,State,Both sexes,Number,2955107
2838,Population at Each Census,1946,Carlow,Both sexes,Number,34081
2839,Population at Each Census,1946,Dublin,Both sexes,Number,636193
2840,Population at Each Census,1946,Kildare,Both sexes,Number,64849
2841,Population at Each Census,1946,Kilkenny,Both sexes,Number,66712
2842,Population at Each Census,1946,Laois,Both sexes,Number,49697
2843,Population at Each Census,1946,Longford,Both sexes,Number,36218
2844,Population at Each Census,1946,Louth,Both sexes,Number,66194
2845,Population at Each Census,1946,Meath,Both sexes,Number,66232
2846,Population at Each Census,1946,Offaly,Both sexes,Number,53686
2847,Population at Each Census,1946,Westmeath,Both sexes,Number,54949
2848,Population at Each Census,1946,Wexford,Both sexes,Number,91855
2849,Population at Each Census,1946,Clare,Both sexes,Number,85064
2850,Population at Each Census,1946,Cavan,Both sexes,Number,70355
2851,Population at Each Census,1946,Cork,Both sexes,Number,343668
2852,Population at Each Census,1946,Kerry,Both sexes,Number,133893
2853,Population at Each Census,1946,Limerick,Both sexes,Number,142559
2854,Population at Each Census,1946,Tipperary,Both sexes,Number,136014
2855,Population at Each Census,1946,Waterford,Both sexes,Number,76108
2856,Population at Each Census,1946,Galway,Both sexes,Number,165201
2857,Population at Each Census,1946,Leitrim,Both sexes,Number,44591
2858,Population at Each Census,1946,Mayo,Both sexes,Number,148120
2859,Population at Each Census,1946,Roscommon,Both sexes,Number,72510
2860,Population at Each Census,1946,Sligo,Both sexes,Number,62375
2861,Population at Each Census,1946,Wicklow,Both sexes,Number,60451
2862,Population at Each Census,1947,Waterford,Both sexes,Number,0
2863,Population at Each Census,1947,Galway,Both sexes,Number,0
2864,Population at Each Census,1947,Leitrim,Both sexes,Number,0
2865,Population at Each Census,1947,Mayo,Both sexes,Number,0
2866,Population at Each Census,1947,Dublin,Both sexes,Number,0
2867,Population at Each Census,1947,Sligo,Both sexes,Number,0
2868,Population at Each Census,1947,Cavan,Both sexes,Number,0
2869,Population at Each Census,1947,Donegal,Both sexes,Number,0
2870,Population at Each Census,1947,Monaghan,Both sexes,Number,0
2871,Population at Each Census,1947,Tipperary,Both sexes,Number,0
2872,Population at Each Census,1947,Roscommon,Both sexes,Number,0
2873,Population at Each Census,1947,Limerick,Both sexes,Number,0
2874,Population at Each Census,1947,Westmeath,Both sexes,Number,0
2875,Population at Each Census,1947,Kerry,Both sexes,Number,0
2876,Population at Each Census,1947,Cork,Both sexes,Number,0
2877,Population at Each Census,1947,Clare,Both sexes,Number,0
2878,Population at Each Census,1947,Wicklow,Both sexes,Number,0
2879,Population at Each Census,1947,Wexford,Both sexes,Number,0
2880,Population at Each Census,1947,Offaly,Both sexes,Number,0
2881,Population at Each Census,1947,Meath,Both sexes,Number,0
2882,Population at Each Census,1947,Louth,Both sexes,Number,0
2883,Population at Each Census,1947,Longford,Both sexes,Number,0
2884,Population at Each Census,1947,Laois,Both sexes,Number,0
2885,Population at Each Census,1947,Kilkenny,Both sexes,Number,0
2886,Population at Each Census,1947,Carlow,Both sexes,Number,0
2887,Population at Each Census,1947,Kildare,Both sexes,Number,0
2888,Population at Each Census,1947,State,Both sexes,Number,0
2889,Population at Each Census,1948,Cavan,Both sexes,Number,0
2890,Population at Each Census,1948,Dublin,Both sexes,Number,0
2891,Population at Each Census,1948,Kildare,Both sexes,Number,0
2892,Population at Each Census,1948,Kilkenny,Both sexes,Number,0
2893,Population at Each Census,1948,Laois,Both sexes,Number,0
2894,Population at Each Census,1948,Longford,Both sexes,Number,0
2895,Population at Each Census,1948,Louth,Both sexes,Number,0
2896,Population at Each Census,1948,Meath,Both sexes,Number,0
2897,Population at Each Census,1948,Offaly,Both sexes,Number,0
2898,Population at Each Census,1948,Westmeath,Both sexes,Number,0
2899,Population at Each Census,1948,Wexford,Both sexes,Number,0
2900,Population at Each Census,1948,Carlow,Both sexes,Number,0
2901,Population at Each Census,1948,Wicklow,Both sexes,Number,0
2902,Population at Each Census,1948,Cork,Both sexes,Number,0
2903,Population at Each Census,1948,Kerry,Both sexes,Number,0
2904,Population at Each Census,1948,Limerick,Both sexes,Number,0
2905,Population at Each Census,1948,Tipperary,Both sexes,Number,0
2906,Population at Each Census,1948,Waterford,Both sexes,Number,0
2907,Population at Each Census,1948,Galway,Both sexes,Number,0
2908,Population at Each Census,1948,Leitrim,Both sexes,Number,0
2909,Population at Each Census,1948,Mayo,Both sexes,Number,0
2910,Population at Each Census,1948,Roscommon,Both sexes,Number,0
2911,Population at Each Census,1948,Sligo,Both sexes,Number,0
2912,Population at Each Census,1948,Clare,Both sexes,Number,0
2913,Population at Each Census,1948,State,Both sexes,Number,0
2914,Population at Each Census,1948,Donegal,Both sexes,Number,0
2915,Population at Each Census,1948,Monaghan,Both sexes,Number,0
2916,Population at Each Census,1949,Cavan,Both sexes,Number,0
2917,Population at Each Census,1949,Carlow,Both sexes,Number,0
2918,Population at Each Census,1949,Dublin,Both sexes,Number,0
2919,Population at Each Census,1949,Kildare,Both sexes,Number,0
2920,Population at Each Census,1949,Kilkenny,Both sexes,Number,0
2921,Population at Each Census,1949,Laois,Both sexes,Number,0
2922,Population at Each Census,1949,Longford,Both sexes,Number,0
2923,Population at Each Census,1949,Louth,Both sexes,Number,0
2924,Population at Each Census,1949,Meath,Both sexes,Number,0
2925,Population at Each Census,1949,Offaly,Both sexes,Number,0
2926,Population at Each Census,1949,Westmeath,Both sexes,Number,0
2927,Population at Each Census,1949,Wexford,Both sexes,Number,0
2928,Population at Each Census,1949,Wicklow,Both sexes,Number,0
2929,Population at Each Census,1949,Cork,Both sexes,Number,0
2930,Population at Each Census,1949,Kerry,Both sexes,Number,0
2931,Population at Each Census,1949,Limerick,Both sexes,Number,0
2932,Population at Each Census,1949,Tipperary,Both sexes,Number,0
2933,Population at Each Census,1949,Waterford,Both sexes,Number,0
2934,Population at Each Census,1949,Galway,Both sexes,Number,0
2935,Population at Each Census,1949,Leitrim,Both sexes,Number,0
2936,Population at Each Census,1949,Mayo,Both sexes,Number,0
2937,Population at Each Census,1949,Roscommon,Both sexes,Number,0
2938,Population at Each Census,1949,Sligo,Both sexes,Number,0
2939,Population at Each Census,1949,Clare,Both sexes,Number,0
2940,Population at Each Census,1949,Donegal,Both sexes,Number,0
2941,Population at Each Census,1949,State,Both sexes,Number,0
2942,Population at Each Census,1949,Monaghan,Both sexes,Number,0
2943,Population at Each Census,1950,Carlow,Both sexes,Number,0
2944,Population at Each Census,1950,Monaghan,Both sexes,Number,0
2945,Population at Each Census,1950,Donegal,Both sexes,Number,0
2946,Population at Each Census,1950,Cavan,Both sexes,Number,0
2947,Population at Each Census,1950,Sligo,Both sexes,Number,0
2948,Population at Each Census,1950,Roscommon,Both sexes,Number,0
2949,Population at Each Census,1950,Mayo,Both sexes,Number,0
2950,Population at Each Census,1950,Leitrim,Both sexes,Number,0
2951,Population at Each Census,1950,Galway,Both sexes,Number,0
2952,Population at Each Census,1950,Waterford,Both sexes,Number,0
2953,Population at Each Census,1950,Tipperary,Both sexes,Number,0
2954,Population at Each Census,1950,Limerick,Both sexes,Number,0
2955,Population at Each Census,1950,Kerry,Both sexes,Number,0
2956,Population at Each Census,1950,Cork,Both sexes,Number,0
2957,Population at Each Census,1950,Wicklow,Both sexes,Number,0
2958,Population at Each Census,1950,Wexford,Both sexes,Number,0
2959,Population at Each Census,1950,Westmeath,Both sexes,Number,0
2960,Population at Each Census,1950,Offaly,Both sexes,Number,0
2961,Population at Each Census,1950,Meath,Both sexes,Number,0
2962,Population at Each Census,1950,Louth,Both sexes,Number,0
2963,Population at Each Census,1950,Longford,Both sexes,Number,0
2964,Population at Each Census,1950,Laois,Both sexes,Number,0
2965,Population at Each Census,1950,Kilkenny,Both sexes,Number,0
2966,Population at Each Census,1950,Kildare,Both sexes,Number,0
2967,Population at Each Census,1950,Dublin,Both sexes,Number,0
2968,Population at Each Census,1950,Clare,Both sexes,Number,0
2969,Population at Each Census,1950,State,Both sexes,Number,0
2970,Population at Each Census,1951,Donegal,Both sexes,Number,131530
2971,Population at Each Census,1951,State,Both sexes,Number,2960593
2972,Population at Each Census,1951,Monaghan,Both sexes,Number,55345
2973,Population at Each Census,1951,Cavan,Both sexes,Number,66377
2974,Population at Each Census,1951,Sligo,Both sexes,Number,60513
2975,Population at Each Census,1951,Roscommon,Both sexes,Number,68102
2976,Population at Each Census,1951,Mayo,Both sexes,Number,141867
2977,Population at Each Census,1951,Leitrim,Both sexes,Number,41209
2978,Population at Each Census,1951,Waterford,Both sexes,Number,75061
2979,Population at Each Census,1951,Tipperary,Both sexes,Number,133313
2980,Population at Each Census,1951,Limerick,Both sexes,Number,141239
2981,Population at Each Census,1951,Kerry,Both sexes,Number,126644
2982,Population at Each Census,1951,Cork,Both sexes,Number,341284
2983,Population at Each Census,1951,Clare,Both sexes,Number,81329
2984,Population at Each Census,1951,Galway,Both sexes,Number,160204
2985,Population at Each Census,1951,Wexford,Both sexes,Number,90032
2986,Population at Each Census,1951,Wicklow,Both sexes,Number,62590
2987,Population at Each Census,1951,Carlow,Both sexes,Number,34162
2988,Population at Each Census,1951,Dublin,Both sexes,Number,693022
2989,Population at Each Census,1951,Kildare,Both sexes,Number,66437
2990,Population at Each Census,1951,Laois,Both sexes,Number,48430
2991,Population at Each Census,1951,Kilkenny,Both sexes,Number,65235
2992,Population at Each Census,1951,Louth,Both sexes,Number,68771
2993,Population at Each Census,1951,Meath,Both sexes,Number,66337
2994,Population at Each Census,1951,Offaly,Both sexes,Number,52544
2995,Population at Each Census,1951,Westmeath,Both sexes,Number,54463
2996,Population at Each Census,1951,Longford,Both sexes,Number,34553
2997,Population at Each Census,1952,Limerick,Both sexes,Number,0
2998,Population at Each Census,1952,Galway,Both sexes,Number,0
2999,Population at Each Census,1952,Tipperary,Both sexes,Number,0
3000,Population at Each Census,1952,Waterford,Both sexes,Number,0
3001,Population at Each Census,1952,Leitrim,Both sexes,Number,0
3002,Population at Each Census,1952,Monaghan,Both sexes,Number,0
3003,Population at Each Census,1952,Roscommon,Both sexes,Number,0
3004,Population at Each Census,1952,Sligo,Both sexes,Number,0
3005,Population at Each Census,1952,Cavan,Both sexes,Number,0
3006,Population at Each Census,1952,Donegal,Both sexes,Number,0
3007,Population at Each Census,1952,Kerry,Both sexes,Number,0
3008,Population at Each Census,1952,Mayo,Both sexes,Number,0
3009,Population at Each Census,1952,Cork,Both sexes,Number,0
3010,Population at Each Census,1952,Louth,Both sexes,Number,0
3011,Population at Each Census,1952,Wicklow,Both sexes,Number,0
3012,Population at Each Census,1952,Clare,Both sexes,Number,0
3013,Population at Each Census,1952,Carlow,Both sexes,Number,0
3014,Population at Each Census,1952,Dublin,Both sexes,Number,0
3015,Population at Each Census,1952,Kildare,Both sexes,Number,0
3016,Population at Each Census,1952,Kilkenny,Both sexes,Number,0
3017,Population at Each Census,1952,Laois,Both sexes,Number,0
3018,Population at Each Census,1952,State,Both sexes,Number,0
3019,Population at Each Census,1952,Meath,Both sexes,Number,0
3020,Population at Each Census,1952,Offaly,Both sexes,Number,0
3021,Population at Each Census,1952,Westmeath,Both sexes,Number,0
3022,Population at Each Census,1952,Wexford,Both sexes,Number,0
3023,Population at Each Census,1952,Longford,Both sexes,Number,0
3024,Population at Each Census,1953,Kerry,Both sexes,Number,0
3025,Population at Each Census,1953,Limerick,Both sexes,Number,0
3026,Population at Each Census,1953,Tipperary,Both sexes,Number,0
3027,Population at Each Census,1953,Waterford,Both sexes,Number,0
3028,Population at Each Census,1953,Galway,Both sexes,Number,0
3029,Population at Each Census,1953,Roscommon,Both sexes,Number,0
3030,Population at Each Census,1953,Mayo,Both sexes,Number,0
3031,Population at Each Census,1953,Sligo,Both sexes,Number,0
3032,Population at Each Census,1953,Cavan,Both sexes,Number,0
3033,Population at Each Census,1953,Monaghan,Both sexes,Number,0
3034,Population at Each Census,1953,Leitrim,Both sexes,Number,0
3035,Population at Each Census,1953,Cork,Both sexes,Number,0
3036,Population at Each Census,1953,State,Both sexes,Number,0
3037,Population at Each Census,1953,Wicklow,Both sexes,Number,0
3038,Population at Each Census,1953,Clare,Both sexes,Number,0
3039,Population at Each Census,1953,Carlow,Both sexes,Number,0
3040,Population at Each Census,1953,Dublin,Both sexes,Number,0
3041,Population at Each Census,1953,Kildare,Both sexes,Number,0
3042,Population at Each Census,1953,Kilkenny,Both sexes,Number,0
3043,Population at Each Census,1953,Laois,Both sexes,Number,0
3044,Population at Each Census,1953,Donegal,Both sexes,Number,0
3045,Population at Each Census,1953,Louth,Both sexes,Number,0
3046,Population at Each Census,1953,Meath,Both sexes,Number,0
3047,Population at Each Census,1953,Offaly,Both sexes,Number,0
3048,Population at Each Census,1953,Westmeath,Both sexes,Number,0
3049,Population at Each Census,1953,Longford,Both sexes,Number,0
3050,Population at Each Census,1953,Wexford,Both sexes,Number,0
3051,Population at Each Census,1954,Tipperary,Both sexes,Number,0
3052,Population at Each Census,1954,Waterford,Both sexes,Number,0
3053,Population at Each Census,1954,Galway,Both sexes,Number,0
3054,Population at Each Census,1954,Leitrim,Both sexes,Number,0
3055,Population at Each Census,1954,Roscommon,Both sexes,Number,0
3056,Population at Each Census,1954,Limerick,Both sexes,Number,0
3057,Population at Each Census,1954,Sligo,Both sexes,Number,0
3058,Population at Each Census,1954,Cavan,Both sexes,Number,0
3059,Population at Each Census,1954,Donegal,Both sexes,Number,0
3060,Population at Each Census,1954,Monaghan,Both sexes,Number,0
3061,Population at Each Census,1954,Mayo,Both sexes,Number,0
3062,Population at Each Census,1954,Kerry,Both sexes,Number,0
3063,Population at Each Census,1954,Wexford,Both sexes,Number,0
3064,Population at Each Census,1954,Wicklow,Both sexes,Number,0
3065,Population at Each Census,1954,Westmeath,Both sexes,Number,0
3066,Population at Each Census,1954,Offaly,Both sexes,Number,0
3067,Population at Each Census,1954,Meath,Both sexes,Number,0
3068,Population at Each Census,1954,Longford,Both sexes,Number,0
3069,Population at Each Census,1954,Laois,Both sexes,Number,0
3070,Population at Each Census,1954,Kilkenny,Both sexes,Number,0
3071,Population at Each Census,1954,Kildare,Both sexes,Number,0
3072,Population at Each Census,1954,Dublin,Both sexes,Number,0
3073,Population at Each Census,1954,Carlow,Both sexes,Number,0
3074,Population at Each Census,1954,State,Both sexes,Number,0
3075,Population at Each Census,1954,Cork,Both sexes,Number,0
3076,Population at Each Census,1954,Louth,Both sexes,Number,0
3077,Population at Each Census,1954,Clare,Both sexes,Number,0
3078,Population at Each Census,1955,Donegal,Both sexes,Number,0
3079,Population at Each Census,1955,Monaghan,Both sexes,Number,0
3080,Population at Each Census,1955,Carlow,Both sexes,Number,0
3081,Population at Each Census,1955,Dublin,Both sexes,Number,0
3082,Population at Each Census,1955,Kildare,Both sexes,Number,0
3083,Population at Each Census,1955,Kilkenny,Both sexes,Number,0
3084,Population at Each Census,1955,Laois,Both sexes,Number,0
3085,Population at Each Census,1955,Longford,Both sexes,Number,0
3086,Population at Each Census,1955,Louth,Both sexes,Number,0
3087,Population at Each Census,1955,Meath,Both sexes,Number,0
3088,Population at Each Census,1955,Offaly,Both sexes,Number,0
3089,Population at Each Census,1955,Westmeath,Both sexes,Number,0
3090,Population at Each Census,1955,Cavan,Both sexes,Number,0
3091,Population at Each Census,1955,Wexford,Both sexes,Number,0
3092,Population at Each Census,1955,Clare,Both sexes,Number,0
3093,Population at Each Census,1955,Cork,Both sexes,Number,0
3094,Population at Each Census,1955,Kerry,Both sexes,Number,0
3095,Population at Each Census,1955,Limerick,Both sexes,Number,0
3096,Population at Each Census,1955,Tipperary,Both sexes,Number,0
3097,Population at Each Census,1955,Waterford,Both sexes,Number,0
3098,Population at Each Census,1955,Galway,Both sexes,Number,0
3099,Population at Each Census,1955,Leitrim,Both sexes,Number,0
3100,Population at Each Census,1955,Mayo,Both sexes,Number,0
3101,Population at Each Census,1955,Roscommon,Both sexes,Number,0
3102,Population at Each Census,1955,Sligo,Both sexes,Number,0
3103,Population at Each Census,1955,Wicklow,Both sexes,Number,0
3104,Population at Each Census,1955,State,Both sexes,Number,0
3105,Population at Each Census,1956,State,Both sexes,Number,2898264
3106,Population at Each Census,1956,Cavan,Both sexes,Number,61740
3107,Population at Each Census,1956,Roscommon,Both sexes,Number,63710
3108,Population at Each Census,1956,Mayo,Both sexes,Number,133052
3109,Population at Each Census,1956,Leitrim,Both sexes,Number,37056
3110,Population at Each Census,1956,Galway,Both sexes,Number,155553
3111,Population at Each Census,1956,Waterford,Both sexes,Number,74031
3112,Population at Each Census,1956,Tipperary,Both sexes,Number,129415
3113,Population at Each Census,1956,Limerick,Both sexes,Number,137881
3114,Population at Each Census,1956,Kerry,Both sexes,Number,122072
3115,Population at Each Census,1956,Cork,Both sexes,Number,336663
3116,Population at Each Census,1956,Clare,Both sexes,Number,77176
3117,Population at Each Census,1956,Wicklow,Both sexes,Number,59906
3118,Population at Each Census,1956,Wexford,Both sexes,Number,87259
3119,Population at Each Census,1956,Donegal,Both sexes,Number,122059
3120,Population at Each Census,1956,Westmeath,Both sexes,Number,54122
3121,Population at Each Census,1956,Offaly,Both sexes,Number,51970
3122,Population at Each Census,1956,Meath,Both sexes,Number,66762
3123,Population at Each Census,1956,Louth,Both sexes,Number,69194
3124,Population at Each Census,1956,Longford,Both sexes,Number,32969
3125,Population at Each Census,1956,Laois,Both sexes,Number,47087
3126,Population at Each Census,1956,Kilkenny,Both sexes,Number,64089
3127,Population at Each Census,1956,Kildare,Both sexes,Number,65915
3128,Population at Each Census,1956,Dublin,Both sexes,Number,705781
3129,Population at Each Census,1956,Carlow,Both sexes,Number,33888
3130,Population at Each Census,1956,Sligo,Both sexes,Number,56850
3131,Population at Each Census,1956,Monaghan,Both sexes,Number,52064
3132,Population at Each Census,1957,Cavan,Both sexes,Number,0
3133,Population at Each Census,1957,Carlow,Both sexes,Number,0
3134,Population at Each Census,1957,Sligo,Both sexes,Number,0
3135,Population at Each Census,1957,Roscommon,Both sexes,Number,0
3136,Population at Each Census,1957,Mayo,Both sexes,Number,0
3137,Population at Each Census,1957,Leitrim,Both sexes,Number,0
3138,Population at Each Census,1957,Galway,Both sexes,Number,0
3139,Population at Each Census,1957,Waterford,Both sexes,Number,0
3140,Population at Each Census,1957,Tipperary,Both sexes,Number,0
3141,Population at Each Census,1957,Limerick,Both sexes,Number,0
3142,Population at Each Census,1957,Kerry,Both sexes,Number,0
3143,Population at Each Census,1957,Cork,Both sexes,Number,0
3144,Population at Each Census,1957,Wicklow,Both sexes,Number,0
3145,Population at Each Census,1957,Wexford,Both sexes,Number,0
3146,Population at Each Census,1957,Westmeath,Both sexes,Number,0
3147,Population at Each Census,1957,Offaly,Both sexes,Number,0
3148,Population at Each Census,1957,Meath,Both sexes,Number,0
3149,Population at Each Census,1957,Louth,Both sexes,Number,0
3150,Population at Each Census,1957,Longford,Both sexes,Number,0
3151,Population at Each Census,1957,Laois,Both sexes,Number,0
3152,Population at Each Census,1957,Kilkenny,Both sexes,Number,0
3153,Population at Each Census,1957,Kildare,Both sexes,Number,0
3154,Population at Each Census,1957,Dublin,Both sexes,Number,0
3155,Population at Each Census,1957,State,Both sexes,Number,0
3156,Population at Each Census,1957,Clare,Both sexes,Number,0
3157,Population at Each Census,1957,Monaghan,Both sexes,Number,0
3158,Population at Each Census,1957,Donegal,Both sexes,Number,0
3159,Population at Each Census,1958,Dublin,Both sexes,Number,0
3160,Population at Each Census,1958,Monaghan,Both sexes,Number,0
3161,Population at Each Census,1958,Donegal,Both sexes,Number,0
3162,Population at Each Census,1958,Cavan,Both sexes,Number,0
3163,Population at Each Census,1958,Sligo,Both sexes,Number,0
3164,Population at Each Census,1958,Roscommon,Both sexes,Number,0
3165,Population at Each Census,1958,Mayo,Both sexes,Number,0
3166,Population at Each Census,1958,Leitrim,Both sexes,Number,0
3167,Population at Each Census,1958,Galway,Both sexes,Number,0
3168,Population at Each Census,1958,Waterford,Both sexes,Number,0
3169,Population at Each Census,1958,Tipperary,Both sexes,Number,0
3170,Population at Each Census,1958,Limerick,Both sexes,Number,0
3171,Population at Each Census,1958,Kerry,Both sexes,Number,0
3172,Population at Each Census,1958,Clare,Both sexes,Number,0
3173,Population at Each Census,1958,Wicklow,Both sexes,Number,0
3174,Population at Each Census,1958,Wexford,Both sexes,Number,0
3175,Population at Each Census,1958,Westmeath,Both sexes,Number,0
3176,Population at Each Census,1958,Offaly,Both sexes,Number,0
3177,Population at Each Census,1958,Meath,Both sexes,Number,0
3178,Population at Each Census,1958,Louth,Both sexes,Number,0
3179,Population at Each Census,1958,Longford,Both sexes,Number,0
3180,Population at Each Census,1958,Laois,Both sexes,Number,0
3181,Population at Each Census,1958,Kilkenny,Both sexes,Number,0
3182,Population at Each Census,1958,Kildare,Both sexes,Number,0
3183,Population at Each Census,1958,Cork,Both sexes,Number,0
3184,Population at Each Census,1958,Carlow,Both sexes,Number,0
3185,Population at Each Census,1958,State,Both sexes,Number,0
3186,Population at Each Census,1959,State,Both sexes,Number,0
3187,Population at Each Census,1959,Dublin,Both sexes,Number,0
3188,Population at Each Census,1959,Kildare,Both sexes,Number,0
3189,Population at Each Census,1959,Kilkenny,Both sexes,Number,0
3190,Population at Each Census,1959,Laois,Both sexes,Number,0
3191,Population at Each Census,1959,Longford,Both sexes,Number,0
3192,Population at Each Census,1959,Louth,Both sexes,Number,0
3193,Population at Each Census,1959,Meath,Both sexes,Number,0
3194,Population at Each Census,1959,Offaly,Both sexes,Number,0
3195,Population at Each Census,1959,Westmeath,Both sexes,Number,0
3196,Population at Each Census,1959,Wexford,Both sexes,Number,0
3197,Population at Each Census,1959,Wicklow,Both sexes,Number,0
3198,Population at Each Census,1959,Clare,Both sexes,Number,0
3199,Population at Each Census,1959,Cork,Both sexes,Number,0
3200,Population at Each Census,1959,Kerry,Both sexes,Number,0
3201,Population at Each Census,1959,Limerick,Both sexes,Number,0
3202,Population at Each Census,1959,Tipperary,Both sexes,Number,0
3203,Population at Each Census,1959,Waterford,Both sexes,Number,0
3204,Population at Each Census,1959,Galway,Both sexes,Number,0
3205,Population at Each Census,1959,Leitrim,Both sexes,Number,0
3206,Population at Each Census,1959,Mayo,Both sexes,Number,0
3207,Population at Each Census,1959,Roscommon,Both sexes,Number,0
3208,Population at Each Census,1959,Sligo,Both sexes,Number,0
3209,Population at Each Census,1959,Cavan,Both sexes,Number,0
3210,Population at Each Census,1959,Carlow,Both sexes,Number,0
3211,Population at Each Census,1959,Donegal,Both sexes,Number,0
3212,Population at Each Census,1959,Monaghan,Both sexes,Number,0
3213,Population at Each Census,1960,Carlow,Both sexes,Number,0
3214,Population at Each Census,1960,Monaghan,Both sexes,Number,0
3215,Population at Each Census,1960,Sligo,Both sexes,Number,0
3216,Population at Each Census,1960,Roscommon,Both sexes,Number,0
3217,Population at Each Census,1960,Mayo,Both sexes,Number,0
3218,Population at Each Census,1960,Leitrim,Both sexes,Number,0
3219,Population at Each Census,1960,Galway,Both sexes,Number,0
3220,Population at Each Census,1960,Waterford,Both sexes,Number,0
3221,Population at Each Census,1960,Tipperary,Both sexes,Number,0
3222,Population at Each Census,1960,Limerick,Both sexes,Number,0
3223,Population at Each Census,1960,Kerry,Both sexes,Number,0
3224,Population at Each Census,1960,Cork,Both sexes,Number,0
3225,Population at Each Census,1960,Clare,Both sexes,Number,0
3226,Population at Each Census,1960,Wicklow,Both sexes,Number,0
3227,Population at Each Census,1960,Wexford,Both sexes,Number,0
3228,Population at Each Census,1960,Westmeath,Both sexes,Number,0
3229,Population at Each Census,1960,Offaly,Both sexes,Number,0
3230,Population at Each Census,1960,Meath,Both sexes,Number,0
3231,Population at Each Census,1960,Louth,Both sexes,Number,0
3232,Population at Each Census,1960,Longford,Both sexes,Number,0
3233,Population at Each Census,1960,Laois,Both sexes,Number,0
3234,Population at Each Census,1960,Kilkenny,Both sexes,Number,0
3235,Population at Each Census,1960,Kildare,Both sexes,Number,0
3236,Population at Each Census,1960,Dublin,Both sexes,Number,0
3237,Population at Each Census,1960,Donegal,Both sexes,Number,0
3238,Population at Each Census,1960,State,Both sexes,Number,0
3239,Population at Each Census,1960,Cavan,Both sexes,Number,0
3240,Population at Each Census,1961,Dublin,Both sexes,Number,718332
3241,Population at Each Census,1961,Donegal,Both sexes,Number,113842
3242,Population at Each Census,1961,Carlow,Both sexes,Number,33342
3243,Population at Each Census,1961,Cavan,Both sexes,Number,56594
3244,Population at Each Census,1961,Sligo,Both sexes,Number,53561
3245,Population at Each Census,1961,Roscommon,Both sexes,Number,59217
3246,Population at Each Census,1961,Mayo,Both sexes,Number,123330
3247,Population at Each Census,1961,Leitrim,Both sexes,Number,33470
3248,Population at Each Census,1961,Galway,Both sexes,Number,149887
3249,Population at Each Census,1961,Waterford,Both sexes,Number,71439
3250,Population at Each Census,1961,Tipperary,Both sexes,Number,123822
3251,Population at Each Census,1961,Limerick,Both sexes,Number,133339
3252,Population at Each Census,1961,Kerry,Both sexes,Number,116458
3253,Population at Each Census,1961,Monaghan,Both sexes,Number,47088
3254,Population at Each Census,1961,State,Both sexes,Number,2818341
3255,Population at Each Census,1961,Cork,Both sexes,Number,330443
3256,Population at Each Census,1961,Kildare,Both sexes,Number,64420
3257,Population at Each Census,1961,Laois,Both sexes,Number,45069
3258,Population at Each Census,1961,Longford,Both sexes,Number,30643
3259,Population at Each Census,1961,Louth,Both sexes,Number,67378
3260,Population at Each Census,1961,Kilkenny,Both sexes,Number,61668
3261,Population at Each Census,1961,Offaly,Both sexes,Number,51533
3262,Population at Each Census,1961,Westmeath,Both sexes,Number,52861
3263,Population at Each Census,1961,Wexford,Both sexes,Number,83308
3264,Population at Each Census,1961,Wicklow,Both sexes,Number,58473
3265,Population at Each Census,1961,Clare,Both sexes,Number,73702
3266,Population at Each Census,1961,Meath,Both sexes,Number,65122
3267,Population at Each Census,1962,Offaly,Both sexes,Number,0
3268,Population at Each Census,1962,Meath,Both sexes,Number,0
3269,Population at Each Census,1962,Louth,Both sexes,Number,0
3270,Population at Each Census,1962,Longford,Both sexes,Number,0
3271,Population at Each Census,1962,Kildare,Both sexes,Number,0
3272,Population at Each Census,1962,Kilkenny,Both sexes,Number,0
3273,Population at Each Census,1962,Dublin,Both sexes,Number,0
3274,Population at Each Census,1962,Carlow,Both sexes,Number,0
3275,Population at Each Census,1962,Westmeath,Both sexes,Number,0
3276,Population at Each Census,1962,State,Both sexes,Number,0
